사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2024-05,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,16,15,73,51,2,2,31,3,0,0,0,0,8,8,20,7,80,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경의선,1291,서울역,1,0,742,15,"1,275","10,105","3,440","27,534","3,934","41,350","2,777","24,102","2,162","8,770","2,564","5,768","3,311","5,767","4,571","6,881","4,620","4,419","7,765","3,693","10,364","4,328","19,914","6,201","33,434","6,955","13,158","3,451","7,415","2,603","7,204","1,985","1,079",248,"3,251","1,092",4,144,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경의선,1292,공덕,44,14,743,88,"1,983","2,434","4,906","7,886","6,398","20,782","6,044","8,863","6,401","4,058","6,149","4,359","5,809","4,417","5,886","4,290","6,174","4,030","6,447","4,137","7,650","5,561","11,655","7,256","17,998","7,823","8,685","5,381","7,282","3,571","7,368","4,030","6,036","3,405","2,901","2,277",212,318,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경의선,1293,홍대입구,3,0,504,240,943,822,"1,482","2,325","1,859","7,445","1,542","7,280","1,662","5,650","1,867","5,411","2,474","6,052","2,994","6,846","3,826","6,426","4,666","6,182","5,712","6,754","7,420","7,327","8,221","7,630","6,492","5,717","6,230","3,537","7,123","3,265","6,870","2,385","3,223","1,701",92,307,0,5,0,0,0,0,2024-06-03 09:43:48
2024-05,경의선,1294,디지털미디어시티,3,0,"1,416",456,"3,795","1,734","11,148","2,045","11,671","4,913","7,174","3,538","5,308","2,577","4,635","2,775","4,632","3,137","4,272","3,800","4,277","3,493","4,308","3,985","5,412","5,372","5,428","7,578","5,655","11,612","3,278","8,093","2,606","5,622","1,977","4,505","1,666","4,710",881,"3,129",49,490,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경의선,1296,계양,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1311,신내,33,0,"1,458",508,"4,879","2,844","12,507","5,878","10,058","8,599","5,609","2,870","4,303","2,663","3,839","2,592","3,944","2,322","3,545","3,313","3,483","2,733","3,979","4,582","4,888","3,950","5,539","6,625","6,865","7,635","3,094","6,976","1,936","3,874","1,830","3,106","1,364","3,018",776,"2,392",87,900,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1312,갈매,12,0,"2,562",420,"4,930","1,198","17,849","3,077","10,868","5,423","7,427","2,782","5,053","3,116","3,739","2,088","4,416","2,506","3,679","3,489","3,588","2,638","3,600","4,762","4,054","4,983","4,326","6,813","5,071","11,231","2,580","8,626","2,032","5,180","2,752","4,146","1,909","3,397",821,"2,044",12,919,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1313,별내,17,0,"2,009","1,071","5,248","2,502","16,268","5,133","12,775","7,642","8,120","4,401","5,813","4,226","4,657","3,557","5,437","3,353","4,615","4,528","4,675","3,896","5,334","5,382","6,573","6,596","6,761","9,157","6,910","11,612","3,577","10,964","2,699","5,920","2,621","3,960","2,020","4,619","1,136","2,185",68,714,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1314,퇴계원,11,0,"3,363",647,"6,481","2,128","19,878","4,341","14,139","5,936","10,024","3,209","7,304","4,021","5,776","3,225","6,606","3,540","5,848","4,141","4,460","4,525","4,679","5,133","4,905","7,251","5,454","11,225","6,295","12,034","2,894","11,905","2,111","6,916","1,646","4,766","1,233","6,016",591,"3,130",35,"1,049",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1315,사릉,19,0,"2,205",658,"4,554","1,743","10,032","5,199","8,757","4,534","5,637","2,604","4,252","2,447","3,463","2,531","3,382","2,356","3,222","1,855","2,775","3,222","2,936","2,910","3,080","4,237","4,758","5,802","5,036","7,088","2,122","8,185","1,632","4,027","1,041","3,080",721,"2,829",274,"1,970",17,545,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1316,금곡,15,0,"1,940",409,"2,571","1,352","4,800","2,622","4,878","5,871","3,744","2,353","3,022","1,894","2,949","1,646","2,874","2,319","2,822","1,754","2,291","2,752","2,495","2,364","3,024","2,712","3,413","3,709","3,793","4,138","1,369","3,634",969,"1,967",774,"2,061",478,"1,710",224,"1,212",18,267,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1317,평내호평,760,24,"6,222",837,"15,287","2,020","29,967","4,854","24,658","10,927","15,298","7,098","12,926","6,007","11,089","6,383","10,443","8,370","9,499","7,898","7,859","10,430","8,179","10,338","8,810","12,534","9,218","22,314","9,022","21,865","5,513","23,298","4,863","11,588","4,320","9,524","3,863","8,991","1,631","6,072",59,"2,789",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1318,천마산,3,0,"1,173",262,"3,726",829,"8,166","1,601","6,310","2,152","5,548","1,843","4,190","1,581","3,035","2,103","2,944","2,174","2,448","2,320","2,295","2,682","1,995","3,332","2,178","3,123","1,963","4,676","2,164","5,458","1,069","4,324",682,"3,282",510,"2,632",292,"1,921",140,"1,190",3,277,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1319,마석,19,1,"1,642",419,"9,068","3,469","15,842","6,891","15,269","7,992","11,358","6,764","8,893","4,734","7,377","5,977","8,212","5,121","6,633","7,047","6,424","6,543","6,839","8,678","7,451","8,616","7,561","11,430","7,345","10,746","3,648","13,291","2,932","7,756","2,425","5,950","1,674","5,003",727,"2,533",52,"1,118",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1320,대성리,4,0,"6,500",164,"6,163",597,"2,764","1,332","2,536","1,430","3,118","1,071","5,295","1,766","3,676","1,673","1,705","1,965","1,347","4,687","1,566","9,769","1,868","6,119","2,003","5,548","1,635","3,743","1,246","2,830",762,"2,528",554,892,479,494,339,448,136,352,5,13,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1321,청평,2,0,"1,894",305,"2,817","1,227","5,001","2,496","5,812","5,031","4,758","4,193","4,644","4,596","4,909","3,368","4,221","4,307","4,207","3,432","4,661","4,611","4,999","4,754","4,776","4,919","5,186","6,343","3,750","4,695","2,036","3,918","1,708","2,988","1,020","1,968",670,"1,577",198,"1,318",11,324,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1322,상천,1,0,447,74,363,292,722,462,815,"1,219",631,"1,467",894,"1,739",931,"1,411",707,"1,001","1,192",611,"1,673","1,153","1,607",914,"1,284",567,"1,066",618,577,361,260,563,180,320,82,294,47,153,16,147,0,43,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1323,가평,3,0,"1,026",204,"2,166","1,202","4,082","3,196","4,952","6,491","3,962","5,350","4,220","5,853","5,010","6,684","4,321","5,465","4,375","4,735","5,290","5,000","6,404","5,022","7,087","3,621","7,556","4,272","5,864","4,106","3,111","3,978","2,267","2,821","1,339","2,085",657,"1,930",295,"1,332",14,427,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1324,굴봉산,0,0,56,12,117,65,223,323,189,521,206,447,256,"1,085",414,586,418,359,664,305,699,350,753,319,610,196,359,175,236,176,190,150,75,95,54,85,38,90,6,59,3,8,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1325,백양리,0,0,31,7,35,37,77,306,131,236,139,224,192,528,255,407,272,238,274,177,379,317,418,224,275,189,309,100,199,102,105,61,67,71,41,43,48,24,18,23,3,7,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1326,강촌,5,0,607,91,622,196,595,390,622,"2,268",829,"1,979","1,064","2,168","1,418","2,502","1,090","1,185","1,344","1,126","2,120","1,645","2,424","1,131","2,789","1,229","2,063",922,"1,177","1,007",668,601,435,458,326,391,133,352,53,184,15,40,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1327,김유정,19,0,107,19,194,173,643,625,642,"1,203",525,"1,536",569,"2,176",701,"2,380","1,128","1,823","1,272","1,195","1,570","1,220","2,112",977,"1,893",807,"1,623",856,"1,363",718,528,463,395,400,166,264,72,242,22,113,11,64,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1328,남춘천,514,6,"1,567",28,"3,724","1,684","5,093","3,256","6,826","5,610","6,811","6,728","6,326","5,880","6,009","11,543","7,319","9,368","8,815","6,042","9,417","4,701","8,890","6,789","9,092","5,570","7,705","6,790","6,267","6,760","4,542","9,778","3,574","3,974","3,073","4,216","1,880","5,461",649,"2,634",5,"2,386",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경춘선,1329,춘천,388,1,671,8,"1,762",623,"1,972","2,250","3,006","4,238","2,938","6,633","2,740","4,747","3,192","6,098","3,283","4,460","4,885","4,230","5,978","2,629","7,961","3,666","8,860","2,457","7,601","2,790","5,360","2,570","3,437","3,421","2,225","1,702","1,519","1,761",968,"1,411",322,"1,526",4,787,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1873,고색,712,1,"3,537",484,"8,991","3,319","19,731","18,805","16,499","26,923","8,109","6,638","5,585","3,776","5,634","4,595","6,196","4,855","5,577","4,536","5,183","4,791","5,764","5,440","7,590","7,696","18,907","10,024","22,721","13,428","7,181","13,541","6,508","8,908","4,493","6,854","2,751","5,907",998,"3,959",4,"2,197",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1874,오목천,20,0,"1,104",396,"6,834","2,024","15,836","5,852","16,013","14,528","9,779","8,858","7,376","5,328","6,933","5,028","9,095","5,715","7,445","6,840","6,457","5,108","9,662","6,142","13,195","8,548","11,933","8,406","11,772","14,965","5,686","9,399","3,877","5,603","3,724","4,816","2,913","6,407","1,118","4,098",8,455,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1875,어천,1,0,435,113,"1,707","1,971","3,929","3,558","3,551","3,383","3,374","1,761","2,695","1,631","2,783","1,808","2,493","1,896","2,452","2,240","2,004","2,298","2,737","2,158","3,967","3,239","3,919","3,273","4,405","4,497","1,922","3,108","1,257","1,724",743,"1,866",519,"1,698",188,807,1,158,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1876,야목,0,0,229,84,732,867,"1,327",914,"1,330",832,"1,021",493,794,603,676,429,660,434,622,546,590,407,802,570,"1,189",837,"1,264",883,"1,088","1,225",459,905,281,360,203,559,124,400,64,301,1,75,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1877,사리,1,0,"5,231",433,"12,382","1,863","27,642","3,923","24,517","5,297","13,390","2,911","10,156","3,077","8,397","3,183","8,536","4,171","7,842","5,493","6,228","5,273","6,090","7,194","7,016","11,450","7,601","13,030","7,058","22,342","4,471","15,237","2,765","10,422","2,364","10,828","2,370","8,854",819,"6,991",44,872,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1878,달월,0,0,20,43,56,178,164,122,212,385,93,109,88,97,79,105,97,122,107,116,134,127,138,110,312,98,359,139,"1,030",92,111,73,90,61,36,46,26,67,16,27,1,3,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1879,월곶,1,0,"1,922",343,"5,537","1,452","12,220","2,055","12,851","3,125","7,329","3,606","4,967","5,394","5,021","5,642","5,017","5,090","4,797","4,693","4,541","4,494","4,984","5,436","5,496","6,852","5,722","8,226","7,319","11,285","3,612","6,357","2,395","4,639","2,207","4,726","1,531","3,885",598,"2,411",4,377,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1880,소래포구,38,0,"3,272",425,"8,473","3,631","18,545","4,181","15,826","9,199","9,837","9,070","8,887","10,383","11,846","17,425","12,546","19,151","13,568","14,288","16,757","11,743","19,359","10,195","15,977","11,460","11,583","12,028","9,042","15,687","5,575","10,404","4,604","7,032","3,989","7,402","2,838","6,019","1,429","4,308",20,808,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1881,인천논현,6,0,"3,349",683,"7,789","4,713","16,786","9,216","15,781","14,101","10,398","10,085","8,467","7,158","9,219","8,098","10,366","8,757","9,138","9,758","8,806","10,336","9,551","10,630","11,509","13,715","12,507","17,540","12,501","20,480","7,684","12,943","7,292","9,226","7,200","7,836","5,394","6,170","2,616","4,487",10,768,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1882,호구포,10,0,"2,177",733,"3,675","6,608","7,776","17,955","9,009","22,055","6,167","4,731","4,740","3,217","4,995","3,531","5,653","4,086","5,205","4,261","4,959","4,233","5,250","4,430","6,325","5,700","15,691","7,290","16,640","8,084","5,763","7,013","6,066","4,925","4,243","4,183","1,918","3,352","1,004","2,498",3,525,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1883,남동인더스파크,0,0,409,852,"1,133","4,273","1,518","18,539","2,158","20,590","1,704","3,606","1,687","1,502","1,919","1,748","1,969","1,812","1,922","1,679","2,435","1,457","2,941","1,279","4,208","1,406","14,515","1,689","11,335","1,997","4,599","2,105","4,240","1,575","2,062","1,039",493,631,247,439,0,25,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1884,원인재,29,1,"3,805",789,"7,840","2,761","15,052","6,450","18,409","8,774","9,952","5,060","8,082","5,046","7,756","5,731","7,835","6,366","7,598","7,046","6,355","6,926","7,189","9,176","7,593","10,686","8,740","13,997","8,670","17,707","5,384","12,296","4,512","8,381","3,842","8,320","2,889","7,136","1,708","4,894",53,885,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1885,연수,10,1,"3,294",943,"7,927","2,453","16,630","5,256","15,458","13,635","8,266","9,082","7,185","7,812","8,000","7,102","9,641","8,035","9,220","7,897","8,741","7,657","9,187","8,796","9,486","11,235","10,247","15,239","12,008","16,834","6,494","11,829","5,950","8,454","6,080","7,191","4,776","5,317","2,601","3,677",32,748,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1886,송도,2,0,"2,524",504,"5,105","1,852","9,949","2,594","9,909","4,540","5,327","2,856","4,462","2,767","4,647","3,184","5,488","4,369","4,996","3,794","4,158","4,172","4,736","5,198","5,350","5,321","4,844","7,292","3,850","8,328","2,549","5,971","1,806","3,894","1,459","3,717",838,"2,930",347,"1,624",5,524,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1888,인하대,62,1,"4,538",666,"12,899","4,207","26,668","6,548","21,717","22,418","10,776","13,721","9,639","16,922","11,360","10,495","12,237","12,238","12,105","11,946","13,011","11,747","15,565","11,308","20,996","14,101","21,097","19,849","16,608","26,075","9,730","14,926","8,884","10,630","7,875","10,040","6,737","7,753","4,319","6,049",90,"1,631",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1889,숭의,11,0,"3,825","1,137","6,782","4,217","14,252","8,825","12,162","12,932","7,621","5,517","7,462","4,338","7,381","4,368","6,921","5,298","6,743","6,009","6,296","5,356","7,337","6,065","8,397","8,051","10,870","9,900","9,930","12,874","5,134","7,178","3,456","5,258","3,141","5,541","1,929","4,266",997,"2,526",6,650,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1890,신포,2,0,"1,233",344,"1,853","1,365","3,710","4,639","3,597","8,960","2,509","3,837","2,189","3,085","2,759","3,724","3,209","3,542","3,597","3,803","3,745","3,168","4,873","3,735","6,297","3,983","5,982","4,408","6,338","5,621","3,128","2,857","2,793","2,016","2,201","1,638","1,408","1,285",576,853,4,212,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,수인선,1891,인천,91,4,702,247,"1,230","1,297","1,915","2,925","2,142","4,329","2,007","3,514","1,816","3,725","1,854","5,665","2,209","5,404","2,621","5,044","3,373","4,457","4,046","4,355","3,941","3,956","3,069","3,832","2,655","3,926","1,733","2,726","1,565","2,239","1,096","1,551",727,"1,544",162,800,2,264,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1501,판교,4,0,828,25,"2,522","7,776","6,417","20,127","4,282","36,084","2,962","19,992","3,163","12,728","5,493","8,755","4,814","7,723","5,417","5,399","7,077","5,922","12,576","5,760","10,835","6,177","20,510","7,857","28,877","7,368","17,953","4,672","17,496","2,350","11,266","1,959","7,122","1,211","2,316",760,0,232,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1502,이매,3,1,707,64,"1,869","1,166","4,439","2,878","3,379","3,237","1,824","1,649","1,597","1,230","1,496","1,012","1,623","1,213","1,465","1,391","1,568","1,365","1,688","1,637","2,243","1,756","2,204","2,777","2,289","2,964","1,627","2,236","1,367","1,196","1,475","1,058","1,163",684,420,461,5,93,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1503,삼동,0,0,"1,693",101,"5,729","1,357","14,773","2,761","13,905","2,342","7,937","1,339","4,784","1,211","3,621","1,445","3,524","1,988","2,842","2,256","2,558","2,975","2,371","3,867","2,709","4,948","3,523","8,255","2,900","10,089","1,524","7,300",965,"7,138",825,"4,729",470,"4,045",142,"1,931",5,54,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1504,경기광주,0,0,"3,634",309,"18,055","2,653","44,196","6,245","44,012","11,780","21,784","5,376","15,206","5,298","12,267","5,489","12,045","7,244","9,899","7,955","8,891","9,466","9,048","11,712","11,060","15,823","11,346","22,499","9,666","34,382","5,019","30,139","3,536","23,481","2,796","15,084","1,804","12,935",613,"6,528",63,89,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1505,초월,2,0,"1,855",227,"7,402","2,102","17,585","4,977","18,212","6,244","8,851","2,460","6,004","2,239","5,235","2,278","4,891","2,814","4,293","3,137","3,878","3,935","3,899","4,848","5,796","6,560","6,769","8,453","5,388","13,151","2,447","11,511","1,881","7,942","1,371","6,779",665,"6,045",307,"4,449",14,50,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1506,곤지암,8,0,"1,021",183,"3,154","2,463","7,940","5,589","7,207","7,744","5,262","2,708","3,767","3,083","3,852","3,240","4,019","3,311","3,967","3,039","3,670","3,278","4,472","3,746","5,712","4,811","7,980","6,011","6,769","7,019","2,586","5,514","2,120","4,136","1,312","3,878",477,"2,902",165,"1,894",15,371,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1507,신둔도예촌,4,0,854,29,"3,741",693,"5,773","2,945","5,085","3,948","3,662","2,293","2,896","1,648","2,357","2,060","2,533","1,484","2,522","1,720","2,176","1,819","2,869","2,154","3,870","2,750","4,657","3,468","3,763","5,274","1,736","4,852","1,277","3,104",719,"2,787",309,"2,452",106,"1,290",4,442,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1508,이천,5,0,881,35,"4,066","2,187","8,641","6,911","8,132","9,506","6,461","4,675","5,719","4,223","5,125","4,327","4,955","4,916","5,275","4,869","5,222","5,102","5,476","5,222","7,613","6,412","7,654","7,797","8,093","10,155","4,378","8,319","3,435","6,770","2,825","4,286","1,257","4,122",630,"2,098",27,"1,045",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1509,부발,11,1,"1,115",71,"3,467","2,085","8,022","6,530","6,626","6,259","5,156","2,258","4,309","2,260","4,271","2,419","3,744","2,937","3,459","2,663","3,807","2,822","3,852","3,447","4,917","4,648","7,938","5,349","6,117","6,559","3,031","5,117","2,511","5,046","1,418","4,062",765,"3,728",463,"3,934",18,"1,459",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1510,세종대왕릉,0,0,231,3,648,193,"1,070",954,"1,091",894,972,791,821,739,747,769,702,758,759,557,803,773,807,698,921,948,989,730,767,"1,089",407,863,236,594,110,396,60,464,22,299,7,75,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1511,여주,9,0,"2,521",6,"5,236","1,012","10,093","4,269","8,348","6,690","6,528","6,901","5,788","4,402","5,602","6,407","5,552","4,727","6,795","4,852","7,294","4,743","8,080","5,253","8,724","6,236","7,956","7,793","6,358","9,622","3,588","9,278","2,719","6,355","1,963","4,258",951,"5,391",212,"3,835",2,"1,364",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경강선,1512,성남,0,0,170,11,"1,095",609,"3,181",932,"3,534","1,444","1,785",882,"1,640",817,"1,492","1,004","1,331","1,154","1,203","1,154","1,219","1,398","1,736","1,744","1,772","1,961","2,225","2,680","1,689","3,387","1,061","1,975",948,"1,498",886,"1,314",724,963,306,522,20,67,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,서해선,1980,김포공항,26,3,614,"2,298",844,"7,627","1,988","9,227","3,115","11,291","3,118","7,572","3,303","7,414","3,664","8,790","3,648","8,779","5,674","8,312","6,824","7,158","7,217","6,384","7,178","7,007","9,233","8,030","11,036","7,365","7,808","4,365","6,950","1,947","7,285","1,201","5,626",822,"2,080",951,68,372,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,서해선,1981,원종,58,6,"6,094",866,"8,493","2,921","19,036","5,622","17,396","8,702","10,871","4,703","8,630","4,619","7,688","4,900","8,274","5,986","7,103","6,645","6,433","6,891","6,862","8,394","8,284","10,983","9,101","14,497","9,512","19,682","5,088","15,027","4,098","8,452","3,240","8,562","2,539","6,987","1,249","4,829",51,900,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,서해선,1982,부천종합운동장,20,0,"2,880",398,"4,500","1,351","12,159","3,000","12,368","3,772","6,655","2,261","3,707","1,999","3,341","1,918","3,550","2,194","3,344","2,283","3,106","2,322","3,071","2,805","3,899","4,161","4,418","5,468","4,749","9,281","2,238","7,285","1,741","4,351","1,406","4,048","1,039","3,640",440,"2,239",27,450,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2511,방화,51,2,"5,802",11,"12,188","4,093","28,511","6,885","26,534","15,182","16,142","9,074","13,423","7,446","12,852","7,926","12,893","8,350","12,531","10,179","10,430","10,485","12,222","11,524","13,365","13,488","12,477","16,030","11,022","21,857","5,870","20,133","4,486","12,638","3,385","11,432","2,267","11,333",986,"6,680",144,"2,754",2,280,0,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2512,개화산,3,0,"4,562",352,"9,510","4,695","23,261","7,016","22,542","16,797","12,626","8,192","9,527","6,254","8,979","6,308","9,077","7,464","9,135","6,747","8,076","7,364","8,184","8,516","9,777","10,393","13,305","13,005","14,144","18,386","6,105","15,318","4,087","10,062","3,769","9,812","3,297","8,730",949,"5,246",118,"1,833",0,52,0,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2513,김포공항,6,0,813,"3,554","4,599","10,520","17,634","17,179","22,519","23,156","11,211","13,990","11,242","14,756","12,781","16,784","13,627","16,114","16,385","17,196","18,652","15,969","20,326","15,628","19,865","16,074","25,780","16,599","28,903","15,909","19,959","9,387","16,677","4,828","15,024","3,064","12,990","2,228","5,177","1,235",307,680,1,6,0,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2514,송정,28,0,"4,262","1,266","8,902","4,071","19,025","7,266","22,489","12,307","16,302","7,982","12,030","7,021","10,920","7,778","11,268","8,696","9,899","8,710","9,618","8,809","9,820","10,257","11,765","12,534","12,511","14,645","12,780","19,632","7,546","16,008","6,184","10,859","5,448","10,504","4,070","9,979","2,110","6,112",245,"2,171",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2515,마곡,2,0,"2,708","5,941","9,198","26,710","26,307","19,710","27,619","54,265","15,740","34,093","13,281","15,628","13,744","13,371","14,406","13,483","14,847","15,731","15,619","14,140","20,647","14,634","32,594","17,547","41,879","20,877","43,770","29,398","21,068","21,931","15,351","11,956","13,113","10,846","9,282","11,132","3,879","5,804",559,"2,502",0,1,1,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2516,발산,2,0,"4,126","2,512","11,359","16,364","29,350","43,955","31,144","125,150","22,107","64,526","22,287","35,822","26,314","34,302","30,534","33,716","33,104","34,970","36,667","32,070","43,941","32,561","51,065","35,138","76,885","42,104","96,036","56,473","43,176","40,803","38,724","23,672","37,374","18,392","29,773","16,039","13,023","10,199","1,705","3,656",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2517,우장산,1,0,"8,024",960,"24,763","5,526","57,790","16,199","62,190","25,005","34,918","16,590","27,710","13,810","25,792","14,639","26,966","17,960","23,653","21,250","20,866","22,953","23,893","26,104","28,691","31,463","25,433","38,179","20,889","56,909","13,596","43,714","9,779","26,895","8,845","25,049","6,826","25,040","2,116","15,010",301,"4,126",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2518,화곡,378,5,"25,150","1,611","45,574","10,973","119,131","16,963","151,285","35,250","78,218","27,415","49,652","20,902","45,881","21,535","45,454","26,129","41,937","29,086","35,461","33,448","34,444","41,653","38,291","55,386","40,047","69,925","41,826","125,992","24,801","90,165","18,744","58,034","15,646","55,507","11,727","48,609","5,210","30,994",765,"9,754",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2519,까치산,301,0,"27,402","1,569","48,211","9,090","122,802","12,102","151,732","22,886","83,155","19,622","52,017","19,545","45,658","21,883","45,383","26,912","41,861","29,690","33,995","34,327","31,976","46,397","34,147","58,838","33,997","74,338","31,797","122,363","21,087","95,318","17,302","64,067","14,075","62,460","11,763","52,205","5,487","32,976",851,"10,327",1,430,0,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2520,신정(은행정),131,3,"13,621",935,"26,039","4,226","63,200","9,719","76,998","13,994","38,518","8,831","22,999","7,591","19,364","8,428","19,674","9,999","17,700","12,319","14,322","14,018","13,536","18,061","15,166","24,132","16,974","31,878","15,960","49,240","9,022","35,717","6,777","24,745","5,790","24,240","4,706","22,532","1,994","13,610",236,"4,302",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,5호선,2521,목동,18,0,"9,892","1,318","22,302","6,147","61,494","17,919","73,693","27,543","38,497","21,136","27,948","16,175","25,171","15,072","25,917","18,152","24,614","23,191","21,930","22,650","22,254","27,600","24,600","35,153","27,718","49,372","29,138","80,547","16,630","53,114","14,167","32,844","14,437","31,887","15,583","28,319","4,958","16,422",714,"5,767",0,0,0,0,0,0,2024-06-03 09:43:48
